read_134	16117463	16118459
read_135	14927781	14928788
read_136	15067903	15068897
read_137	2805495	2806495
read_138	18089864	18090870
read_139	17633885	17634891
read_140	12079183	12080181
read_141	755837	756845
read_142	16736347	16737351
read_143	14072752	14073746
read_144	5910492	5911486
read_145	19845610	19846614
read_146	7977983	7978977
read_147	11296366	11297358
read_148	11182068	11183068
read_149	6959820	6960817
read_150	6147091	6148087
read_151	7046505	7047505
read_152	12245135	12246133
read_153	5043409	5044413
read_154	5323388	5324380
read_155	3864592	3865590
read_156	12142808	12143808
read_157	13421646	13422641
read_158	12050903	12051907
read_159	18405263	18406272
read_160	3654663	3655663
read_161	860448	861446
read_162	10300761	10301765
read_163	17845468	17846476
read_164	5356531	5357530
read_165	11343175	11344171
read_166	15005827	15006833
read_167	18468562	18469562
read_168	13475132	13476134
read_169	18879013	18880013
read_170	4835588	4836590
read_171	3172449	3173445
read_172	15547401	15548407
read_173	6939818	6940821
read_174	11312738	11313732
read_175	3061690	3062692
read_176	13246923	13247924
read_177	6754455	6755452
read_178	15634761	15635763
read_179	17416503	17417495
read_180	6779333	6780331
read_181	7157259	7158265
read_182	9994495	9995497
read_183	3484003	3484999
read_184	5466139	5467142
read_185	4735871	4736875
read_186	4059044	4060038
read_187	19582441	19583438
read_188	8214134	8215127
read_189	16294168	16295166
read_190	4472960	4473964
read_191	1524156	1525160
read_192	3083251	3084250
read_193	4551221	4552217
read_194	70186	71186
read_195	10741560	10742560
read_196	5725864	5726856
read_197	11170622	11171628
read_198	16058245	16059242
read_199	9143996	9144996
read_200	16489993	16490991
read_201	14876571	14877568
read_202	2661047	2662045
read_203	19726167	19727165
read_204	13555071	13556071
read_205	9236539	9237539
read_206	4048806	4049802
read_207	8871686	8872686
read_208	3875585	3876585
read_209	6041007	6042012
read_210	7245866	7246868
read_211	2021637	2022631
read_212	5458098	5459095
read_213	9627536	9628544
read_214	1056431	1057427
read_215	1512345	1513341
read_216	11836105	11837107
read_217	17913105	17914103
read_218	6535971	6536967
read_219	17939984	17940990
read_220	13713065	13714063
read_221	15762873	15763871
read_222	2438748	2439744
read_223	10320528	10321525
read_224	19840768	19841765
read_225	13142825	13143823
read_226	14569671	14570675
read_227	6922921	6923923
read_228	17345021	17346021
read_229	7096515	7097515
read_230	17216985	17217987
read_231	6752962	6753961
read_232	12413908	12414900
read_233	4175491	4176489
read_234	10418167	10419169
read_235	11574942	11575936
read_236	16295410	16296411
read_237	12040726	12041730
read_238	7234952	7235956
read_239	3207632	3208633
read_240	13021681	13022680
read_241	3215010	3216015
read_242	17291071	17292075
read_243	1460122	1461122
read_244	11843162	11844166
read_245	17036642	17037636
read_246	7381743	7382745
read_247	2708101	2709093
read_248	17156290	17157292
read_249	18722424	18723432
read_250	11220034	11221039
read_251	11346430	11347433
read_252	15365348	15366352
read_253	8153129	8154127
read_254	8521221	8522225
read_255	9918395	9919399
read_256	10198925	10199923
read_257	2707606	2708602
read_258	10284832	10285832
read_259	9199201	9200198
read_260	3029674	3030676
read_261	6392163	6393161
read_262	15528952	15529946
read_263	8442018	8443023
read_264	9418062	9419062
read_265	13889930	13890933
read_266	5261094	5262096
read_267	18674009	18675001
read_268	13521892	13522894
read_269	12858133	12859131
read_270	5553510	5554513
read_271	993431	994441
read_272	6589269	6590268
read_273	16726671	16727666
read_274	930260	931260
read_275	8161875	8162879
read_276	8649055	8650050
read_277	1946620	1947614
read_278	15714699	15715695
read_279	18667762	18668767
read_280	16245052	16246058
read_281	6673780	6674784
read_282	5729638	5730639
read_283	12431336	12432338
read_284	17707270	17708274
read_285	8969504	8970504
read_286	11021479	11022485
read_287	9636931	9637923
read_288	2760172	2761168
read_289	4057140	4058138
read_290	10048475	10049480
read_291	1247275	1248273
read_292	15209004	15210006
read_293	4057009	4058013
read_294	9577890	9578884
read_295	1275846	1276850
read_296	3554904	3555908
read_297	19900293	19901294
read_298	14582126	14583125
read_299	3634183	3635180
read_300	7766648	7767648
read_301	8034690	8035687
read_302	13847839	13848834
read_303	10728068	10729066
read_304	8313525	8314521
read_305	14989602	14990602
read_306	6062712	6063714
read_307	13617256	13618250
read_308	7457281	7458286
read_309	5452286	5453286
read_310	14935094	14936096
read_311	15450487	15451491
read_312	2721062	2722061
read_313	3997749	3998753
read_314	8936185	8937177
read_315	12433229	12434228
read_316	4384947	4385949
read_317	10768667	10769665
read_318	4376238	4377244
read_319	12209222	12210224
read_320	8366144	8367144
read_321	9398654	9399652
read_322	6448206	6449210
read_323	10223240	10224236
read_324	9857246	9858244
read_325	2700141	2701139
read_326	16961554	16962562
read_327	17217019	17218015
read_328	17432603	17433605
read_329	12887298	12888304
read_330	10139757	10140758
read_331	17937329	17938323
read_332	14851774	14852776
read_333	18174480	18175480
read_334	16501296	16502294
read_335	26526	27532
read_336	14646521	14647528
read_337	18063751	18064749
read_338	3616396	3617393
read_339	9973685	9974685
read_340	16597090	16598092
read_341	3584701	3585709
read_342	1389923	1390927
read_343	5230874	5231870
read_344	18396968	18397965
read_345	14021648	14022650
read_346	15476214	15477214
read_347	3969965	3970969
read_348	15894416	15895417
read_349	8323879	8324875
read_350	11487360	11488362
read_351	68128	69128
read_352	3234726	3235724
read_353	17465594	17466596
read_354	5842347	5843357
read_355	9234667	9235661
read_356	9710272	9711271
read_357	18262680	18263682
read_358	16494029	16495031
read_359	13163189	13164189
read_360	19778160	19779158
read_361	19447808	19448806
read_362	17899195	17900192
read_363	14277427	14278433
read_364	19458179	19459175
read_365	6721453	6722449
read_366	16789932	16790928
read_367	14496863	14497868
read_368	7514766	7515774
read_369	19318661	19319661
read_370	4073970	4074971
read_371	3158920	3159916
read_372	7352323	7353317
read_373	14773761	14774761
read_374	15142984	15143984
read_375	10900043	10901039
read_376	7696813	7697808
read_377	7590234	7591236
read_378	7472379	7473383
read_379	647897	648899
read_380	8805725	8806722
read_381	17646058	17647060
read_382	745017	746019
read_383	19865151	19866155
read_384	12658175	12659173
read_385	13662302	13663302
read_386	5935647	5936648
read_387	975559	976567
read_388	6184213	6185211
read_389	13981285	13982283
read_390	7908750	7909744
read_391	8922592	8923594
read_392	9351707	9352699
read_393	3355590	3356597
read_394	4303136	4304136
read_395	13288557	13289555
read_396	19935260	19936262
read_397	3338075	3339075
read_398	856858	857855
read_399	16986205	16987215
read_400	16326370	16327374
read_401	7982596	7983598
read_402	1398085	1399082
read_403	18430958	18431960
read_404	14852105	14853100
read_405	14491919	14492920
read_406	19069988	19070996
read_407	12102278	12103284
read_408	7718622	7719619
read_409	18020045	18021054
read_410	9416851	9417853
read_411	2031132	2032126
read_412	10823787	10824792
read_413	19919821	19920811
read_414	6706267	6707267
read_415	3852749	3853755
read_416	7143241	7144243
read_417	1158210	1159213
read_418	10131274	10132271
read_419	13421534	13422538
read_420	6695013	6696014
read_421	19503576	19504571
read_422	9642155	9643161
read_423	5596105	5597102
read_424	15152944	15153946
read_425	1198685	1199681
read_426	14101322	14102317
read_427	9766347	9767347
read_428	3528359	3529360
read_429	19522134	19523126
read_430	4185672	4186676
read_431	4564321	4565317
read_432	1568350	1569348
read_433	6370720	6371712
read_434	17455984	17456990
read_435	4237858	4238855
read_436	11244290	11245284
read_437	15840608	15841614
read_438	8126291	8127286
read_439	16176509	16177503
read_440	1832730	1833724
read_441	3310064	3311064
read_442	13153992	13154990
read_443	13490185	13491183
read_444	15875319	15876312
read_445	7691755	7692757
read_446	639576	640582
read_447	14281082	14282086
read_448	1920030	1921030
read_449	17612173	17613169
read_450	18908106	18909110
read_451	7104599	7105606
read_452	11295600	11296596
read_453	18610077	18611079
read_454	3934138	3935144
read_455	19201965	19202969
read_456	8394241	8395247
read_457	824551	825551
read_458	14924111	14925107
read_459	19288412	19289412
read_460	5922812	5923804
read_461	15739824	15740826
read_462	14467203	14468209
read_463	103144	104148
read_464	18705568	18706574
read_465	15317707	15318707
read_466	1655114	1656119
read_467	2701513	2702516
read_468	3134211	3135207
read_469	772399	773397
read_470	3906190	3907185
read_471	18390781	18391785
read_472	4514846	4515847
read_473	3561155	3562150
read_474	622578	623574
read_475	17246206	17247210
read_476	13385862	13386852
read_477	12873085	12874089
read_478	14090316	14091318
read_479	17113131	17114127
read_480	12443148	12444142
read_481	10873635	10874629
read_482	18462461	18463467
read_483	8989440	8990441
read_484	15977066	15978070
read_485	15648035	15649033
read_486	9581577	9582583
read_487	9240913	9241904
read_488	15678151	15679156
read_489	13169206	13170200
read_490	1796570	1797576
read_491	14375440	14376446
read_492	10932072	10933064
read_493	3268437	3269437
read_494	5804363	5805359
read_495	16980886	16981889
read_496	2876748	2877746
read_497	13501213	13502211
read_498	16178154	16179154
read_499	9936172	9937168
read_500	2411048	2412055
read_501	12412172	12413165
read_502	3073082	3074085
read_503	5523942	5524934
read_504	6650750	6651754
read_505	18033061	18034057
read_506	17300924	17301932
read_507	18301843	18302837
read_508	15869939	15870945
read_509	6586397	6587395
read_510	15734038	15735040
read_511	10258682	10259687
read_512	2631822	2632828
read_513	19479164	19480164
read_514	10147834	10148834
read_515	5528658	5529655
read_516	5746118	5747122
read_517	2040647	2041643
read_518	14152261	14153259
read_519	757480	758482
read_520	3533443	3534445
read_521	9208161	9209159
read_522	16562113	16563111
read_523	3893823	3894823
read_524	17542055	17543059
read_525	14819093	14820093
read_526	8076622	8077617
read_527	4704628	4705624
read_528	18988872	18989878
read_529	17548551	17549552
read_530	13510183	13511183
read_531	16793138	16794136
read_532	19766096	19767098
read_533	16755029	16756033
read_534	9366355	9367359
read_535	4723236	4724231
read_536	12616378	12617384
read_537	11294827	11295827
read_538	17080994	17081998
read_539	17807105	17808107
read_540	18857088	18858084
read_541	11078545	11079549
read_542	11256741	11257742
read_543	5026472	5027466
read_544	7187579	7188582
read_545	3910660	3911661
read_546	17010787	17011787
read_547	11378025	11379031
read_548	10707701	10708705
read_549	18326164	18327164
read_550	16700680	16701681
read_551	11744610	11745611
read_552	19922992	19923988
read_553	1887502	1888499
read_554	3735203	3736203
read_555	240582	241588
read_556	14632091	14633094
read_557	14546804	14547796
read_558	2110918	2111908
read_559	15537487	15538485
read_560	11275597	11276595
read_561	1061945	1062952
read_562	16548720	16549715
read_563	3561819	3562817
read_564	3592732	3593725
read_565	3885428	3886432
read_566	11613862	11614870
read_567	15221404	15222406
read_568	12296789	12297788
read_569	19997921	19998923
read_570	318488	319494
read_571	19464076	19465076
read_572	16721015	16722007
read_573	17284481	17285484
read_574	12057211	12058215
read_575	12370422	12371424
read_576	16205819	16206813
read_577	8185443	8186443
read_578	1321414	1322414
read_579	2692242	2693242
read_580	8364722	8365716
read_581	15895503	15896504
read_582	12982595	12983594
read_583	13440229	13441235
read_584	15299140	15300144
read_585	9288410	9289406
read_586	19595609	19596603
read_587	3732712	3733710
read_588	17831275	17832276
read_589	13921953	13922950
read_590	610671	611669
read_591	17990526	17991530
read_592	1391302	1392310
read_593	9059779	9060780
read_594	1318759	1319763
read_595	2615782	2616786
read_596	15172433	15173433
read_597	12512254	12513254
read_598	7870271	7871281
read_599	17047853	17048857
read_600	3685163	3686161
read_601	19918820	19919814
read_602	2152274	2153272
read_603	5486975	5487973
read_604	11382728	11383731
read_605	8180825	8181823
read_606	2794270	2795270
read_607	18509961	18510965
read_608	1981933	1982927
read_609	15102085	15103085
read_610	11672802	11673797
read_611	19411059	19412058
read_612	12060592	12061594
read_613	10074777	10075775
read_614	8021573	8022571
read_615	10871698	10872702
read_616	1702222	1703224
read_617	17896477	17897475
read_618	1423949	1424945
read_619	13041312	13042302
read_620	7674585	7675585
read_621	19793830	19794824
read_622	7164899	7165900
read_623	14761422	14762430
read_624	16331900	16332896
read_625	15218767	15219763
read_626	16022103	16023103
read_627	996160	997162
read_628	10102131	10103133
read_629	16185159	16186159
read_630	2615473	2616472
read_631	5521482	5522490
read_632	7851394	7852394
read_633	13284893	13285891
read_634	11862404	11863400
read_635	4048180	4049178
read_636	770132	771133
read_637	17873285	17874287
read_638	17978898	17979900
read_639	19458727	19459728
read_640	19196483	19197491
read_641	6117547	6118541
read_642	10728588	10729588
read_643	17062583	17063593
read_644	13305279	13306275
read_645	5910306	5911306
read_646	10575294	10576301
read_647	17072243	17073235
read_648	17360117	17361117
read_649	17338552	17339550
read_650	9865278	9866276
read_651	7693497	7694501
read_652	5133591	5134593
read_653	16749303	16750309
read_654	3053826	3054819
read_655	2092327	2093320
read_656	814559	815566
read_657	4559717	4560721
read_658	663765	664756
read_659	1802089	1803084
read_660	7112510	7113509
read_661	12002593	12003599
read_662	6785920	6786926
read_663	2592514	2593514
read_664	5193552	5194547
read_665	14986390	14987382
read_666	7748686	7749688
read_667	5583635	5584634
read_668	6340179	6341178
read_669	3468369	3469372
read_670	19535022	19536032
read_671	13854717	13855714
read_672	8207226	8208228
read_673	5940127	5941126
read_674	19861534	19862530
read_675	11557192	11558195
read_676	11274294	11275288
read_677	10493615	10494617
read_678	3790445	3791445
read_679	12644514	12645518
read_680	16962738	16963744
read_681	16274749	16275748
read_682	17419391	17420391
read_683	1818523	1819523
read_684	8399038	8400034
read_685	13996407	13997409
read_686	4931882	4932890
read_687	13079628	13080632
read_688	4069595	4070597
read_689	11318084	11319080
read_690	5830540	5831540
read_691	16747715	16748711
read_692	4908767	4909770
read_693	8701995	8702997
read_694	9197090	9198094
read_695	5973627	5974628
read_696	12014707	12015707
read_697	9306838	9307831
read_698	10090481	10091481
read_699	5754317	5755315
read_700	11676798	11677792
read_701	9605231	9606238
read_702	11305512	11306512
read_703	49131	50129
read_704	10407824	10408824
read_705	13137253	13138247
read_706	13409546	13410543
read_707	4099237	4100245
read_708	16939670	16940666
read_709	9572968	9573969
read_710	14853693	14854701
read_711	3087061	3088055
read_712	14015964	14016960
read_713	17612836	17613845
read_714	3096079	3097075
read_715	3666412	3667408
read_716	17454310	17455308
read_717	4607213	4608216
read_718	3113853	3114855
read_719	14269568	14270568
read_720	10484684	10485686
read_721	18054067	18055065
read_722	477688	478686
read_723	13832112	13833117
read_724	19467092	19468094
read_725	14502457	14503457
read_726	16099087	16100087
read_727	3538346	3539350
read_728	11481211	11482208
read_729	497060	498060
read_730	3517640	3518642
read_731	14504068	14505072
read_732	19767877	19768869
read_733	17222747	17223754
read_734	6359066	6360076
read_735	12172363	12173364
read_736	9949864	9950865
read_737	890640	891644
read_738	13528780	13529783
read_739	6429939	6430932
read_740	3800610	3801610
read_741	18502186	18503180
read_742	12274942	12275938
read_743	8861897	8862902
read_744	6022430	6023426
read_745	3266386	3267380
read_746	19648588	19649592
read_747	1902037	1903036
read_748	9589076	9590078
read_749	8174032	8175024
read_750	1170779	1171777
read_751	8869608	8870611
read_752	17745852	17746850
read_753	13382864	13383871
read_754	6075114	6076112
read_755	9649467	9650464
read_756	1272169	1273167
read_757	11268006	11269012
read_758	10978191	10979188
read_759	12619285	12620287
read_760	11269077	11270081
read_761	13621131	13622129
read_762	12987337	12988339
read_763	10840235	10841236
read_764	8957944	8958948
read_765	13583202	13584199
read_766	6731601	6732597
read_767	19416735	19417733
read_768	1288793	1289787
read_769	7988457	7989454
read_770	2743741	2744743
read_771	10301253	10302259
read_772	11164618	11165616
read_773	3255747	3256743
read_774	3073915	3074917
read_775	16496956	16497946
read_776	17240137	17241139
read_777	6100182	6101180
read_778	6145910	6146907
read_779	12661707	12662703
read_780	4196873	4197879
read_781	13837230	13838227
read_782	18937469	18938471
read_783	1751826	1752828
read_784	14505764	14506760
read_785	11862971	11863971
read_786	6170124	6171129
read_787	10618625	10619627
read_788	15443924	15444919
read_789	16296883	16297886
read_790	18645462	18646463
read_791	13749229	13750223
read_792	10688986	10689992
read_793	7678174	7679173
read_794	12475307	12476307
read_795	2404041	2405039
read_796	11071390	11072390
read_797	3998462	3999463
read_798	2554907	2555907
read_799	16420209	16421208
read_800	16685332	16686334
read_801	11494036	11495034
read_802	3021082	3022080
read_803	16932273	16933269
read_804	14994725	14995725
read_805	9423080	9424078
read_806	11516932	11517934
read_807	4098891	4099893
read_808	15769657	15770657
read_809	239401	240400
read_810	13147808	13148814
read_811	3911714	3912710
read_812	1707191	1708185
read_813	13781254	13782256
read_814	4322739	4323745
read_815	17703801	17704799
read_816	13832775	13833772
read_817	4232917	4233923
read_818	5857215	5858215
read_819	7482435	7483434
read_820	8099224	8100221
read_821	14520363	14521359
read_822	16068415	16069417
read_823	12981658	12982661
read_824	7377399	7378397
read_825	5426275	5427279
read_826	18414657	18415655
read_827	9807908	9808908
read_828	12578325	12579326
read_829	2993552	2994554
read_830	4168863	4169863
read_831	8986105	8987101
read_832	5810543	5811544
read_833	10158574	10159572
read_834	2240151	2241156
read_835	2173077	2174073
read_836	12548310	12549308
read_837	1191651	1192653
read_838	14157004	14158009
read_839	11062640	11063638
read_840	12784493	12785496
read_841	9036274	9037278
read_842	12299237	12300241
read_843	11164320	11165316
read_844	948842	949838
read_845	8835614	8836607
read_846	17981783	17982785
read_847	9555975	9556975
read_848	15721624	15722622
read_849	3091550	3092548
read_850	12618103	12619107
read_851	17893693	17894695
read_852	17580844	17581854
read_853	13798705	13799705
read_854	2548366	2549368
read_855	11339763	11340767
read_856	18599276	18600272
read_857	5849982	5850980
read_858	19551114	19552114
read_859	17854903	17855911
read_860	18036468	18037474
read_861	12915412	12916412
read_862	14977768	14978766
read_863	13496081	13497087
read_864	14605823	14606816
read_865	3820974	3821969
read_866	3373333	3374331
read_867	4126778	4127784
read_868	10889875	10890865
read_869	11827664	11828656
read_870	9101395	9102391
read_871	11675316	11676312
read_872	19450381	19451381
read_873	10629419	10630413
read_874	13566372	13567369
read_875	2025001	2025995
read_876	1024021	1025019
read_877	12124190	12125188
read_878	8906285	8907285
read_879	8606482	8607480
read_880	15835676	15836672
read_881	2951389	2952395
read_882	10841689	10842687
read_883	7255924	7256924
read_884	4816892	4817888
read_885	4246766	4247768
read_886	19470882	19471882
read_887	15115062	15116062
read_888	3965841	3966845
read_889	7159897	7160905
read_890	11096271	11097271
read_891	13485484	13486486
read_892	10595921	10596921
read_893	3453950	3454948
read_894	4761621	4762622
read_895	9892725	9893726
read_896	735713	736711
read_897	5729209	5730201
read_898	16744767	16745763
read_899	5181751	5182751
read_900	9717987	9718987
read_901	15726477	15727477
read_902	607504	608504
read_903	2777735	2778735
read_904	4541170	4542168
read_905	7604929	7605920
read_906	4953520	4954524
read_907	5252510	5253514
read_908	19744311	19745305
read_909	16401690	16402693
read_910	3833465	3834469
read_911	1763950	1764956
read_912	5690614	5691612
read_913	15579029	15580029
read_914	2498028	2499026
read_915	6090005	6091003
read_916	1680646	1681642
read_917	4397343	4398341
read_918	6688885	6689882
read_919	15878188	15879188
read_920	19647626	19648626
read_921	4771472	4772476
read_922	17505365	17506373
read_923	17868202	17869202
read_924	16463329	16464323
read_925	18838140	18839140
read_926	4166217	4167221
read_927	10561641	10562645
read_928	8388221	8389225
read_929	8359925	8360927
read_930	11510679	11511673
read_931	10210865	10211859
read_932	12673526	12674522
read_933	11262502	11263498
read_934	5708619	5709623
read_935	1489733	1490739
read_936	2735578	2736576
read_937	986671	987671
read_938	707645	708645
read_939	7006961	7007965
read_940	8134453	8135449
read_941	15084141	15085133
read_942	10891677	10892673
read_943	10323367	10324366
read_944	17101886	17102880
read_945	17178263	17179266
read_946	19373633	19374629
read_947	7393274	7394270
read_948	11589558	11590558
read_949	17126786	17127780
read_950	3269829	3270831
read_951	9212861	9213861
read_952	3437387	3438383
read_953	11797975	11798973
read_954	4851641	4852635
read_955	18838928	18839930
read_956	4804172	4805174
read_957	4383431	4384437
read_958	8650972	8651966
read_959	12761033	12762033
read_960	6764474	6765478
read_961	8813647	8814649
read_962	15106075	15107071
read_963	14919655	14920655
read_964	17675533	17676527
read_965	13287183	13288179
read_966	1544194	1545186
read_967	4366022	4367021
read_968	13346342	13347346
read_969	15572069	15573075
read_970	10275642	10276648
read_971	3869233	3870231
read_972	1525013	1526019
read_973	3933380	3934376
read_974	777152	778150
read_975	46129	47128
read_976	18802968	18803973
read_977	1965847	1966843
read_978	15347161	15348168
read_979	14486316	14487321
read_980	1691795	1692799
read_981	18218615	18219621
read_982	7422546	7423550
read_983	10751634	10752630
read_984	11564576	11565576
read_985	408276	409271
read_986	16971172	16972175
read_987	15304187	15305194
read_988	16015577	16016569
read_989	14430427	14431431
read_990	18390040	18391042
read_991	15376771	15377771
read_992	6288486	6289481
read_993	1900363	1901361
read_994	14094971	14095961
read_995	18999596	19000595
read_996	16460283	16461285
read_997	10504067	10505064
read_998	2649653	2650657
read_999	15269989	15270991
